Stockholm University,Erik Perjons,-1,https://dblp.org/pid/97/6128.xml
Stockholm University,Petia Wohed,-1,https://dblp.uni-trier.de/pid/01/1248.xml
Stockholm University,Amin Jalali,0001,https://dblp.uni-trier.de/pid/118/7450-1.xml
Stockholm University,Simon Hacks,-1,https://dblp.org/pid/208/0346.xml
Stockholm University,Eric-Oluf Svee,-1,https://dblp.org/pid/84/6890.xml
Stockholm University,Aron Henriksson,-1,https://dblp.org/pid/19/10107.xml
Malmö University,Helena Holmström Olsson,-1,https://dblp.org/pid/71/1008.xml
Malmö University,Patrik Berander,-1,https://dblp.org/pid/99/2602.xml
Malmö University,Carl Magnus Olsson,-1,https://dblp.org/pid/27/4256.xml
Malmö University,Jeanette Eriksson,-1,https://dblp.org/pid/18/5227.xml
Malmö University,Bahtijar Vogel,-1,https://dblp.org/pid/96/8481.xml
Malmö University,Hussan Munir,-1,https://dblp.org/pid/124/2690.xml
Malmö University,Martin Höst,-1,https://dblp.uni-trier.de/pid/07/6594.xml
Malmö University,Bahtijar Vogel,-1,https://dblp.org/pid/96/8481.xml
Linköping University,Kristian Sandahl,-1,https://dblp.org/pid/59/4490.xml
Linköping University,Peter Fritzson,-1,https://dblp.org/pid/f/PeterFritzson.xml
Linköping University,Mariam Kamkar,-1,https://dblp.org/pid/k/MariamKamkar.xml
Linköping University,Ola Leifler,-1,https://dblp.org/pid/11/3334.xml
Linköping University,Dániel Varró,-1,https://dblp.org/pid/53/1883.xml
Linköping University,Simin Nadjm-Tehrani,-1,https://dblp.org/pid/n/SiminNadjmTehrani.xml
Linköping University,Lena Buffoni,-1,https://dblp.org/pid/145/9376.xml
Linneaus University,Jesper Andersson,-1,https://dblp.org/pid/49/6212.xml
Linneaus University,Morgan Ericsson,-1,https://dblp.org/pid/11/565.xml
Linneaus University,Welf Löwe,-1,https://dblp.org/pid/l/WelfLowe.xml
Linneaus University,Andreas Kerren,-1,https://dblp.org/pid/44/6743.xml
Linneaus University,Rafael Messias Martins,-1,https://dblp.org/pid/117/2529.xml
